"Date","Price","Open","High","Low","Vol.","Change %"
"09/15/2022","103.90","105.01","106.21","103.31","26.49M","-1.86%"
"09/14/2022","105.87","105.44","106.10","104.50","22.12M","0.53%"
"09/13/2022","105.31","108.89","109.37","105.00","33.01M","-5.86%"
"09/12/2022","111.87","111.99","112.64","110.93","19.73M","0.08%"
"09/09/2022","111.78","110.05","112.00","110.00","21.75M","2.16%"
"09/08/2022","109.42","109.18","110.58","108.06","21.66M","-0.96%"
"09/07/2022","110.48","107.76","110.99","107.61","22.99M","2.79%"
"09/06/2022","107.48","108.14","108.88","106.51","20.57M","-1.10%"
"09/02/2022","108.68","111.34","111.68","108.13","20.62M","-1.69%"
"09/01/2022","110.55","109.20","111.22","108.19","22.78M","1.28%"
"08/31/2022","109.15","111.63","111.77","109.05","25.90M","-0.69%"
"08/30/2022","109.91","111.03","111.37","108.80","20.55M","-0.39%"
"08/29/2022","110.34","110.78","111.96","109.81","20.39M","-0.86%"
"08/26/2022","111.30","115.81","116.60","111.22","31.70M","-5.44%"
"08/25/2022","117.70","115.15","117.78","115.05","14.87M","2.62%"
"08/24/2022","114.70","114.45","115.72","113.78","16.05M","-0.06%"
"08/23/2022","114.77","114.32","115.93","114.30","14.39M","-0.26%"
"08/22/2022","115.07","116.10","116.50","114.67","19.32M","-2.58%"
"08/19/2022","118.12","119.87","120.00","117.67","20.19M","-2.27%"
"08/18/2022","120.86","120.23","121.69","119.55","15.65M","0.45%"
"08/17/2022","120.32","120.93","122.15","120.20","17.59M","-1.79%"
"08/16/2022","122.51","122.32","123.23","121.54","15.63M","-0.30%"
"08/15/2022","122.88","122.21","123.26","121.57","15.52M","0.19%"
"08/12/2022","122.65","121.16","122.65","120.40","16.12M","2.36%"
"08/11/2022","119.82","122.08","122.34","119.55","16.67M","-0.69%"
"08/10/2022","120.65","119.59","121.78","119.36","20.50M","2.68%"
"08/09/2022","117.50","117.99","118.20","116.56","15.42M","-0.54%"
"08/08/2022","118.14","119.12","120.86","117.83","17.06M","-0.07%"
"08/05/2022","118.22","116.93","118.86","116.71","15.62M","-0.55%"
"08/04/2022","118.87","118.30","119.50","117.71","15.76M","0.08%"
"08/03/2022","118.78","116.34","119.42","116.15","25.30M","2.48%"
"08/02/2022","115.90","114.43","117.08","114.26","17.91M","0.36%"
"08/01/2022","115.48","115.53","117.12","114.69","22.86M","-0.99%"
"07/29/2022","116.64","113.40","116.90","113.23","31.34M","1.79%"
"07/28/2022","114.59","112.80","114.70","111.85","23.30M","0.87%"
"07/27/2022","113.60","109.60","114.40","108.42","41.47M","7.74%"
"07/26/2022","105.44","107.43","107.74","104.76","36.63M","-2.56%"
"07/25/2022","108.21","108.88","110.58","107.01","28.29M","-0.14%"
"07/22/2022","108.36","111.81","113.18","107.60","44.46M","-5.81%"
"07/21/2022","115.04","115.09","115.21","111.91","27.27M","0.30%"
"07/20/2022","114.70","114.06","116.33","113.26","26.78M","0.07%"
"07/19/2022","114.62","111.73","114.81","110.50","30.99M","4.29%"
"07/18/2022","109.91","113.44","114.80","109.30","33.35M","-2.53%"
"07/15/2022","112.77","112.96","114.00","111.82","34.33M","1.19%"
"07/14/2022","111.44","110.83","111.99","109.33","32.37M","-0.67%"
"07/13/2022","112.19","112.64","115.16","111.82","38.96M","-2.32%"
"07/12/2022","114.85","116.84","117.85","114.62","24.97M","-1.44%"
"07/11/2022","116.52","118.65","118.79","116.23","26.83M","-3.03%"
"07/08/2022","120.17","117.55","120.43","117.51","29.08M","0.72%"
"07/07/2022","119.31","116.01","119.86","115.53","32.18M","3.55%"
"07/06/2022","115.21","114.09","116.35","112.25","28.85M","1.16%"
"07/05/2022","113.89","107.51","114.05","106.25","36.43M","4.41%"
"07/01/2022","109.08","108.34","109.81","107.11","31.03M","-0.27%"
"06/30/2022","109.37","110.50","111.33","107.31","38.05M","-2.57%"
"06/29/2022","112.26","112.15","113.66","111.55","18.63M","-0.28%"
"06/28/2022","112.57","116.35","117.86","112.44","28.32M","-3.47%"
"06/27/2022","116.62","118.93","119.25","116.00","32.84M","-1.62%"
"06/24/2022","118.54","113.60","118.64","113.60","39.12M","5.19%"
"06/23/2022","112.68","112.95","113.20","111.03","24.71M","0.58%"
"06/22/2022","112.03","111.16","113.77","110.72","23.92M","0.02%"
"06/21/2022","112.01","109.70","112.67","109.29","39.01M","3.85%"
"06/17/2022","107.87","106.54","109.25","105.63","43.52M","1.15%"
"06/16/2022","106.64","108.15","109.29","105.79","35.31M","-3.40%"
"06/15/2022","110.39","108.90","112.06","108.12","33.19M","2.98%"
"06/14/2022","107.19","106.89","108.46","106.35","25.48M","0.30%"
"06/13/2022","106.88","107.45","109.22","106.59","36.76M","-4.08%"
"06/10/2022","111.43","112.78","113.50","110.86","31.35M","-3.04%"
"06/09/2022","114.92","116.34","118.35","114.87","23.14M","-1.98%"
"06/08/2022","117.24","116.88","118.65","116.70","22.54M","0.01%"
"06/07/2022","117.23","115.65","117.75","115.13","26.41M","0.19%"
"06/06/2022","117.01","116.74","119.40","116.53","23.79M","2.14%"
"06/03/2022","114.56","115.99","116.36","113.67","24.95M","-2.70%"
"06/02/2022","117.75","114.19","117.90","113.31","27.50M","3.16%"
"06/01/2022","114.14","114.93","117.40","113.55","28.63M","0.09%"
"05/31/2022","114.04","113.08","116.43","112.57","51.30M","1.10%"
"05/27/2022","112.80","109.79","112.87","109.55","29.92M","4.16%"
"05/26/2022","108.30","106.05","108.96","105.49","30.29M","2.32%"
"05/25/2022","105.84","105.14","106.54","104.21","37.90M","-0.08%"
"05/24/2022","105.93","106.38","106.39","102.21","60.39M","-5.14%"
"05/23/2022","111.67","110.10","112.01","109.15","31.56M","2.15%"
"05/20/2022","109.31","112.09","112.55","106.37","37.59M","-1.29%"
"05/19/2022","110.75","111.84","113.59","110.47","29.19M","-1.47%"
"05/18/2022","112.40","115.24","115.70","112.14","27.98M","-3.69%"
"05/17/2022","116.70","117.23","117.23","115.34","21.58M","1.66%"
"05/16/2022","114.79","115.38","116.61","114.33","23.28M","-1.48%"
"05/13/2022","116.52","114.85","118.08","114.00","29.74M","2.96%"
"05/12/2022","113.16","111.94","114.86","110.11","41.46M","-0.70%"
"05/11/2022","113.96","113.71","116.67","113.65","36.50M","-0.54%"
"05/10/2022","114.58","116.04","116.69","113.38","31.16M","1.33%"
"05/09/2022","113.08","113.30","115.56","112.55","34.52M","-2.23%"
"05/06/2022","115.66","115.52","117.50","114.14","35.31M","-0.93%"
"05/05/2022","116.75","120.22","121.23","115.18","43.09M","-4.76%"
"05/04/2022","122.57","118.00","123.14","115.74","33.23M","3.76%"
"05/03/2022","118.13","116.76","119.30","116.63","21.22M","0.83%"
"05/02/2022","117.16","113.91","117.34","113.40","30.28M","1.91%"
"04/29/2022","114.97","117.58","118.96","114.69","33.69M","-3.72%"
"04/28/2022","119.41","117.11","120.44","115.14","36.79M","3.82%"
"04/27/2022","115.02","114.37","117.50","113.12","62.24M","-3.75%"
"04/26/2022","119.51","122.75","122.75","119.16","49.39M","-3.04%"
"04/25/2022","123.25","119.43","123.28","118.77","34.52M","3.04%"
"04/22/2022","119.61","125.00","125.45","119.14","46.41M","-4.26%"
"04/21/2022","124.94","129.35","130.31","124.65","30.16M","-2.58%"
"04/20/2022","128.25","131.28","131.92","127.89","22.61M","-1.75%"
"04/19/2022","130.53","128.08","130.90","127.45","22.72M","2.01%"
"04/18/2022","127.96","127.41","128.71","126.58","14.92M","0.56%"
"04/14/2022","127.25","130.65","130.71","127.11","23.48M","-2.33%"
"04/13/2022","130.29","128.63","130.66","128.44","19.54M","1.49%"
"04/12/2022","128.37","132.42","132.42","127.58","23.00M","-1.10%"
"04/11/2022","129.80","132.90","132.94","129.62","24.19M","-3.14%"
"04/08/2022","134.01","136.25","136.25","133.75","16.43M","-1.80%"
"04/07/2022","136.46","136.62","137.70","134.86","19.45M","-0.52%"
"04/06/2022","137.18","139.16","139.85","136.42","23.57M","-2.76%"
"04/05/2022","141.06","143.40","143.59","140.94","19.26M","-1.80%"
"04/04/2022","143.64","140.82","144.04","140.82","19.08M","2.09%"
"04/01/2022","140.70","140.01","140.95","138.80","23.48M","0.75%"
"03/31/2022","139.65","142.45","142.64","139.62","29.52M","-2.10%"
"03/30/2022","142.64","142.87","143.48","142.17","21.05M","-0.42%"
"03/29/2022","143.25","143.16","144.16","142.48","28.68M","0.92%"
"03/28/2022","141.95","140.68","141.98","139.83","23.77M","0.30%"
"03/25/2022","141.52","141.75","141.96","139.70","19.29M","0.15%"
"03/24/2022","141.31","139.27","141.40","138.04","20.54M","2.03%"
"03/23/2022","138.50","139.14","140.02","138.17","25.30M","-1.26%"
"03/22/2022","140.28","136.50","141.50","136.50","29.78M","2.78%"
"03/21/2022","136.48","136.85","137.58","134.61","26.63M","-0.24%"
"03/18/2022","136.80","133.88","136.91","132.93","45.90M","1.64%"
"03/17/2022","134.60","133.32","134.74","132.72","23.99M","0.68%"
"03/16/2022","133.69","131.00","133.77","129.20","32.06M","3.11%"
"03/15/2022","129.66","127.74","130.52","126.57","30.29M","2.30%"
"03/14/2022","126.74","130.57","131.03","126.41","30.25M","-2.86%"
"03/11/2022","130.48","134.00","134.20","130.30","26.60M","-1.66%"
"03/10/2022","132.68","131.46","133.54","131.40","24.27M","-0.88%"
"03/09/2022","133.87","131.40","134.20","130.09","32.26M","5.18%"
"03/08/2022","127.28","126.25","131.25","125.86","35.25M","0.64%"
"03/07/2022","126.46","131.90","131.90","126.41","39.18M","-4.28%"
"03/04/2022","132.12","133.38","134.20","130.41","24.47M","-1.63%"
"03/03/2022","134.31","135.98","136.71","133.43","19.78M","-0.33%"
"03/02/2022","134.75","134.61","135.62","133.43","23.97M","0.43%"
"03/01/2022","134.17","134.48","136.11","133.38","24.64M","-0.54%"
"02/28/2022","134.89","133.28","135.64","132.83","29.68M","0.28%"
"02/25/2022","134.52","133.53","135.39","131.76","26.24M","1.39%"
"02/24/2022","132.67","125.00","133.04","124.76","43.17M","3.99%"
"02/23/2022","127.58","131.08","131.75","127.50","26.43M","-1.41%"
"02/22/2022","129.40","129.99","131.90","127.74","38.91M","-0.82%"
"02/18/2022","130.47","133.04","133.82","130.31","31.86M","-1.39%"
"02/17/2022","132.31","136.15","136.84","132.20","30.97M","-3.77%"
"02/16/2022","137.49","136.43","137.95","134.82","25.61M","0.78%"
"02/15/2022","136.43","137.47","137.90","135.54","26.58M","0.84%"
"02/14/2022","135.30","133.37","136.17","133.30","26.79M","0.87%"
"02/11/2022","134.13","138.75","139.28","133.29","38.81M","-3.23%"
"02/10/2022","138.60","139.50","141.43","138.05","33.02M","-2.01%"
"02/09/2022","141.45","140.85","142.18","140.38","28.63M","1.61%"
"02/08/2022","139.21","138.99","139.84","136.87","34.26M","0.19%"
"02/07/2022","138.94","143.71","143.85","138.70","44.61M","-2.85%"
"02/04/2022","143.02","143.02","144.54","139.82","49.22M","0.26%"
"02/03/2022","142.65","145.29","149.12","142.21","56.93M","-3.64%"
"02/02/2022","148.04","151.86","152.10","145.56","89.75M","7.37%"
"02/01/2022","137.88","137.84","138.20","134.57","51.20M","1.61%"
"01/31/2022","135.70","134.20","135.84","132.27","34.06M","1.81%"
"01/28/2022","133.29","130.00","133.37","128.69","30.52M","3.23%"
"01/27/2022","129.12","131.36","132.61","128.94","30.29M","-0.09%"
"01/26/2022","129.24","130.59","132.81","127.15","39.63M","1.97%"
"01/25/2022","126.74","128.44","129.34","126.38","36.01M","-2.78%"
"01/24/2022","130.37","126.03","130.78","124.64","55.29M","0.22%"
"01/21/2022","130.09","133.01","134.76","130.00","41.92M","-2.56%"
"01/20/2022","133.51","136.51","137.91","133.14","21.93M","-1.58%"
"01/19/2022","135.65","136.94","138.40","135.50","20.80M","-0.47%"
"01/18/2022","136.29","136.60","137.39","135.62","27.40M","-2.50%"
"01/14/2022","139.79","137.50","141.20","137.50","23.83M","0.47%"
"01/13/2022","139.13","141.84","143.19","138.91","26.57M","-1.78%"
"01/12/2022","141.65","141.55","142.81","141.11","23.64M","1.16%"
"01/11/2022","140.02","138.18","140.33","136.81","23.50M","1.05%"
"01/10/2022","138.57","135.10","138.64","133.14","34.10M","1.15%"
"01/07/2022","137.00","137.91","138.25","135.79","19.41M","-0.40%"
"01/06/2022","137.55","137.50","139.69","136.76","29.05M","-0.07%"
"01/05/2022","137.65","144.18","144.30","137.52","49.64M","-4.69%"
"01/04/2022","144.42","145.55","146.61","143.82","22.93M","-0.45%"
"01/03/2022","145.07","144.48","145.55","143.50","25.22M","0.27%"
"12/31/2021","144.68","145.54","146.37","144.68","17.30M","-0.90%"
"12/30/2021","146.00","146.45","147.06","145.76","12.98M","-0.34%"
"12/29/2021","146.50","146.43","147.18","145.50","17.02M","0.03%"
"12/28/2021","146.45","148.37","148.37","145.94","18.64M","-1.09%"
"12/27/2021","148.06","147.46","148.43","147.25","13.26M","0.63%"
"12/23/2021","147.14","147.09","148.57","146.95","13.82M","0.13%"
"12/22/2021","146.95","144.10","147.30","143.96","18.44M","1.89%"
"12/21/2021","144.22","143.15","144.69","141.74","19.55M","1.28%"
"12/20/2021","142.40","140.68","142.61","140.25","20.26M","-0.28%"
"12/17/2021","142.80","142.71","144.46","141.79","43.40M","-1.41%"
"12/16/2021","144.84","148.08","148.55","144.09","27.40M","-1.72%"
"12/15/2021","147.37","144.37","147.52","142.71","27.28M","1.66%"
"12/14/2021","144.97","144.77","145.44","142.24","24.78M","-1.18%"
"12/13/2021","146.70","148.44","148.56","146.36","24.10M","-1.33%"
"12/10/2021","148.68","149.10","149.40","147.36","21.64M","0.38%"
"12/09/2021","148.11","148.18","149.60","147.53","18.58M","-0.41%"
"12/08/2021","148.72","148.33","149.16","147.20","18.96M","0.46%"
"12/07/2021","148.04","145.95","148.30","145.70","23.26M","2.95%"
"12/06/2021","143.80","143.57","144.35","140.65","22.20M","0.90%"
"12/03/2021","142.52","144.50","145.21","141.15","26.69M","-0.88%"
"12/02/2021","143.78","141.82","144.68","140.98","21.25M","1.53%"
"12/01/2021","141.62","144.21","146.50","141.50","28.55M","-0.58%"
"11/30/2021","142.45","145.45","146.63","142.07","41.59M","-2.50%"
"11/29/2021","146.11","144.30","146.86","144.30","26.28M","2.31%"
"11/26/2021","142.81","145.02","145.30","142.49","16.99M","-2.66%"
"11/24/2021","146.72","146.35","147.00","145.20","16.46M","-0.03%"
"11/23/2021","146.76","147.11","147.69","144.89","18.13M","-0.22%"
"11/22/2021","147.08","150.14","150.74","147.01","24.63M","-1.91%"
"11/19/2021","149.95","151.00","151.85","149.89","19.78M","-0.50%"
"11/18/2021","150.71","149.15","151.61","149.00","26.68M","1.11%"
"11/17/2021","149.06","149.23","149.63","148.56","15.29M","-0.01%"
"11/16/2021","149.08","149.17","149.83","148.35","17.25M","-0.21%"
"11/15/2021","149.39","150.00","150.48","148.65","16.25M","-0.17%"
"11/12/2021","149.65","147.83","149.86","146.45","17.05M","1.98%"
"11/11/2021","146.75","147.11","148.50","146.69","12.46M","0.08%"
"11/10/2021","146.63","148.01","148.70","145.32","22.71M","-1.76%"
"11/09/2021","149.25","149.75","150.38","147.51","16.88M","-0.07%"
"11/08/2021","149.35","150.00","151.03","149.12","18.39M","0.07%"
"11/05/2021","149.24","149.35","150.57","148.65","20.41M","0.38%"
"11/04/2021","148.68","147.20","149.95","146.63","24.70M","1.29%"
"11/03/2021","146.79","146.28","146.91","145.05","17.89M","0.64%"
"11/02/2021","145.86","144.81","146.92","144.64","21.15M","1.45%"
"11/01/2021","143.77","148.16","148.40","143.58","32.27M","-3.04%"
"10/29/2021","148.27","145.52","148.61","145.17","28.95M","1.46%"
"10/28/2021","146.13","147.30","147.42","144.76","32.42M","-0.20%"
"10/27/2021","146.43","139.90","149.12","139.90","51.85M","4.84%"
"10/26/2021","139.67","140.61","140.84","139.01","28.26M","0.65%"
"10/25/2021","138.77","138.81","139.21","136.75","21.08M","0.11%"
